"order_date","customer_id","customer_name","segment","product_name","discount","sum_discount","row_id"
"2019-03-23","AC-10660","Anna Chung","Consumer","Fellowes Officeware Wire Shelving","0.20","0.20","2843"
"2016-09-30","DM-12955","Dario Medina","Corporate","Eureka Sanitaire  Commercial Upright","0.20","0.20","7398"
"2016-09-08","TS-21340","Toby Swindell","Consumer","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","0.20","0.20","9450"
"2017-05-07","AG-10675","Anna Gayman","Consumer","Xerox 198","0.20","0.20","2976"
"2019-09-08","AR-10345","Alex Russell","Corporate","Memorex Froggy Flash Drive 8 GB","0.20","0.20","5768"
"2017-10-26","AG-10495","Andrew Gjertsen","Corporate","Plantronics MX500i Earset","0.20","0.20","5161"
"2016-11-23","ED-13885","Emily Ducich","Home Office","Alphabetical Labels for Top Tab Filing","0.20","0.20","2084"
"2016-03-18","SM-20320","Sean Miller","Home Office","Avery Fluorescent Highlighter Four-Color Set","0.20","0.20","2700"
"2016-10-09","BP-11095","Bart Pistole","Corporate","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","0.20","0.20","7153"
"2016-09-12","BN-11470","Brad Norvell","Corporate","SanDisk Cruzer 32 GB USB Flash Drive","0.20","0.20","707"
"2016-04-12","KN-16450","Kean Nguyen","Corporate","Pyle PMP37LED","0.20","0.20","2794"
"2018-09-02","RL-19615","Rob Lucas","Consumer","Rogers Deluxe File Chest","0.20","0.20","6764"
"2017-11-08","NS-18640","Noel Staavos","Corporate","Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","0.20","0.20","8644"
"2016-09-28","KD-16495","Keith Dawkins","Corporate","Xerox 195","0.20","0.20","1732"
"2019-12-25","GA-14725","Guy Armstrong","Consumer","Newell 34","0.20","0.20","7945"
"2017-12-05","RR-19525","Rick Reed","Corporate","Global Push Button Manager's Chair, Indigo","0.20","0.20","8648"
"2016-01-21","TB-21400","Tom Boeckenhauer","Consumer","Ultra Door Pull Handle","0.20","0.20","9990"
"2017-10-20","SV-20785","Stewart Visinsky","Consumer","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","0.20","0.20","9059"
"2019-07-31","KW-16435","Katrina Willman","Consumer","Motorola L804","0.20","0.20","5713"
"2017-12-05","TB-21250","Tim Brockman","Consumer","Security-Tint Envelopes","0.20","0.20","9725"
"2019-10-23","RB-19330","Randy Bradley","Consumer","Carina 42""Hx23 3/4""W Media Storage Unit","0.20","0.20","4151"
"2018-11-21","CK-12205","Chloris Kastensmidt","Consumer","Computer Room Manger, 14""","0.20","0.20","4826"
"2019-02-03","RD-19810","Ross DeVincentis","Home Office","Xerox 2","0.20","0.20","7445"
"2019-12-10","WB-21850","William Brown","Consumer","Contract Clock, 14"", Brown","0.20","0.20","9411"
"2016-04-05","JG-15805","John Grady","Corporate","Tenex File Box, Personal Filing Tote with Lid, Black","0.20","0.20","3879"
"2017-08-11","BW-11065","Barry Weirich","Consumer","Executive Impressions 13"" Clairmont Wall Clock","0.20","0.20","5758"
"2018-11-14","EB-14110","Eugene Barchas","Consumer","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","0.20","0.20","4814"
"2016-11-11","TZ-21580","Tracy Zic","Consumer","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack","0.20","0.20","982"
"2018-12-11","FM-14380","Fred McMath","Consumer","Tennsco Regal Shelving Units","0.20","0.20","631"
"2016-03-07","CM-12715","Craig Molinari","Corporate","Office Star - Task Chair with Contemporary Loop Arms","0.20","0.20","9643"
"2018-08-06","VG-21790","Vivek Gonzalez","Consumer","Panasonic KX-TG6844B Expandable Digital Cordless Telephone","0.20","0.20","5943"
"2016-12-27","KB-16315","Karl Braun","Consumer","Safco Industrial Shelving","0.20","0.20","8672"
"2019-12-30","JM-15580","Jill Matthias","Consumer","Bagged Rubber Bands","0.20","0.20","5092"
"2019-12-02","RP-19855","Roy Phan","Corporate","Manco Dry-Lighter Erasable Highlighter","0.20","0.20","6690"
"2018-03-24","DR-12880","Dan Reichenbach","Corporate","BlackBerry Q10","0.20","0.20","3030"
"2018-06-06","RC-19825","Roy Collins","Consumer","Cisco Small Business SPA 502G VoIP phone","0.20","0.20","265"
"2018-11-24","NS-18505","Neola Schneider","Consumer","Sterilite Officeware Hinged File Box","0.20","0.20","1664"
"2018-12-11","DB-13270","Deborah Brumfield","Home Office","Global Fabric Manager's Chair, Dark Gray","0.20","0.20","6185"
"2019-10-12","MG-17650","Matthew Grinstein","Home Office","Clarity 53712","0.20","0.20","9099"
"2017-12-06","GH-14425","Gary Hwang","Consumer","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain","0.20","0.20","1526"
"2017-03-01","DH-13075","Dave Hallsten","Corporate","Global Deluxe Steno Chair","0.20","0.20","8503"
"2018-09-25","TS-21505","Tony Sayre","Consumer","SAFCO Commercial Wire Shelving, Black","0.20","0.20","7727"
"2016-03-01","GW-14605","Giulietta Weimer","Consumer","Recycled Steel Personal File for Hanging File Folders","0.20","0.20","8310"
"2016-06-24","LP-17080","Liz Pelletier","Consumer","Acrylic Self-Standing Desk Frames","0.20","0.20","9402"
"2017-12-31","BG-11035","Barry Gonzalez","Consumer","Staple remover","0.20","0.20","6074"
"2018-11-12","MS-17710","Maurice Satty","Consumer","Micropad Numeric Keypads","0.20","0.20","1076"
"2019-05-08","EB-13705","Ed Braxton","Corporate","Xerox 1997","0.20","0.20","9601"
"2018-04-23","MJ-17740","Max Jones","Consumer","Embossed Ink Jet Note Cards","0.20","0.20","2829"
"2019-05-20","RD-19480","Rick Duston","Consumer","Motorola L703CM","0.20","0.20","9144"
"2018-12-03","RD-19720","Roger Demir","Consumer","Hon 4060 Series Tables","0.20","0.20","7909"
"2019-12-09","CA-12310","Christine Abelman","Corporate","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","0.20","0.20","270"
"2017-04-14","TP-21130","Theone Pippenger","Consumer","Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors","0.20","0.20","9600"
"2018-09-01","DK-13225","Dean Katz","Corporate","Staples","0.20","0.20","2145"
"2017-04-11","PR-18880","Patrick Ryan","Consumer","Executive Impressions 14"" Two-Color Numerals Wall Clock","0.20","0.20","7335"
"2017-02-15","JM-16195","Justin MacKendrick","Consumer","Avery Durable Binders","0.20","0.20","2250"
"2016-06-17","JF-15415","Jennifer Ferguson","Consumer","Xerox 1892","0.20","0.20","9897"
"2016-04-04","MZ-17515","Mary Zewe","Corporate","Avery Non-Stick Binders","0.20","0.20","4845"
"2019-10-22","TA-21385","Tom Ashbrook","Home Office","Canon imageCLASS 2200 Advanced Copier","0.20","0.20","2624"
"2016-12-22","TW-21025","Tamara Willingham","Home Office","Lock-Up Easel 'Spel-Binder'","0.20","0.20","9724"
"2019-03-26","GM-14440","Gary McGarr","Consumer","Sauder Forest Hills Library with Doors, Woodland Oak Finish","0.20","0.20","1861"
"2019-10-02","JK-16090","Juliana Krohn","Consumer","Berol Giant Pencil Sharpener","0.20","0.20","5788"
"2016-04-06","SD-20485","Shirley Daniels","Home Office","Imation�Secure+ Hardware Encrypted USB 2.0�Flash Drive; 16GB","0.20","0.20","1407"
"2019-08-13","KD-16495","Keith Dawkins","Corporate","Avery 486","0.20","0.20","6071"
"2018-05-20","RB-19465","Rick Bensley","Home Office","Wilson Jones Turn Tabs Binder Tool for Ring Binders","0.20","0.20","640"
"2019-09-22","SC-20440","Shaun Chance","Corporate","GBC Poly Designer Binding Covers","0.20","0.20","5707"
"2016-09-20","MW-18220","Mitch Webber","Consumer","DMI Eclipse Executive Suite Bookcases","0.20","0.20","9396"
"2017-04-27","TC-21475","Tony Chapman","Home Office","Belkin 6 Outlet Metallic Surge Strip","0.20","0.20","3418"
"2019-09-26","SJ-20125","Sanjit Jacobs","Home Office","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","0.20","0.20","4564"
"2017-12-30","CL-12565","Clay Ludtke","Consumer","Zebra GX420t Direct Thermal/Thermal Transfer Printer","0.20","0.20","6011"
"2016-07-28","CK-12205","Chloris Kastensmidt","Consumer","OIC Colored Binder Clips, Assorted Sizes","0.20","0.20","5687"
"2019-07-14","JL-15835","John Lee","Consumer","Tenex File Box, Personal Filing Tote with Lid, Black","0.20","0.20","7511"
"2019-09-09","SP-20620","Stefania Perrino","Corporate","Microsoft Sculpt Comfort Mouse","0.20","0.20","1217"
"2019-03-02","SC-20770","Stewart Carmichael","Corporate","Staple remover","0.20","0.20","1770"
"2017-12-22","HR-14830","Harold Ryan","Corporate","Tennsco Lockers, Sand","0.20","0.20","8542"
"2017-09-21","SV-20815","Stuart Van","Corporate","ShoreTel ShorePhone IP 230 VoIP phone","0.20","0.20","1417"
"2018-08-02","BF-11020","Barry Franz�sisch","Corporate","Nortel Business Series Terminal T7208 Digital phone","0.20","0.20","5246"
"2017-09-15","NG-18355","Nat Gilpin","Corporate","Ultra Door Push Plate","0.20","0.20","1195"
"2018-10-14","NC-18415","Nathan Cano","Consumer","Xerox 1944","0.20","0.20","3803"
"2017-11-28","DR-12880","Dan Reichenbach","Corporate","Logitech Mobile Speakerphone P710e -�speaker phone","0.20","0.20","258"
"2017-11-28","EB-14110","Eugene Barchas","Consumer","Staples","0.20","0.20","9556"
"2018-09-05","DB-13210","Dean Braden","Consumer","6"" Cubicle Wall Clock, Black","0.20","0.20","7591"
"2016-06-29","JK-15625","Jim Karlsson","Consumer","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","0.20","0.20","5736"
"2017-09-24","MB-17305","Maria Bertelson","Consumer","#6 3/4 Gummed Flap White Envelopes","0.20","0.20","9572"
"2019-11-28","RB-19795","Ross Baird","Home Office","Xerox 210","0.20","0.20","951"
"2019-12-05","PB-18805","Patrick Bzostek","Home Office","GBC VeloBinder Manual Binding System","0.20","0.20","9528"
"2019-05-03","BO-11350","Bill Overfelt","Corporate","Advantus Plastic Paper Clips","0.20","0.20","8356"
"2019-09-09","LC-17140","Logan Currie","Consumer","BIC Brite Liner Highlighters, Chisel Tip","0.20","0.20","7284"
"2018-09-25","DL-12865","Dan Lawera","Consumer","SmartStand Mobile Device Holder, Assorted Colors","0.20","0.20","9841"
"2018-12-15","MP-18175","Mike Pelletier","Home Office","Belkin 5 Outlet SurgeMaster Power Centers","0.20","0.20","6648"
"2019-03-20","HG-14845","Harry Greene","Consumer","Xerox 1916","0.20","0.20","8999"
"2019-10-01","EB-13840","Ellis Ballard","Corporate","Hon Every-Day Series Multi-Task Chairs","0.20","0.20","570"
"2019-12-07","FP-14320","Frank Preis","Consumer","Cisco SPA301","0.20","0.20","566"
"2018-06-25","TS-21160","Theresa Swint","Corporate","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","0.20","0.20","2148"
"2017-09-12","PG-18895","Paul Gonzalez","Consumer","Hewlett Packard 310 Color Digital Copier","0.20","0.20","2900"
"2019-09-25","RB-19360","Raymond Buch","Consumer","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","0.20","0.20","3143"
"2019-09-23","LC-16870","Lena Cacioppo","Consumer","OtterBox Commuter Series Case - Samsung Galaxy S4","0.20","0.20","5417"
"2018-08-15","BD-11320","Bill Donatelli","Consumer","AT&T 841000 Phone","0.20","0.20","8897"
"2017-06-08","AG-10495","Andrew Gjertsen","Corporate","Newell 344","0.20","0.20","9819"
"2018-11-20","FA-14230","Frank Atkinson","Corporate","Grandstream GXP2100 Mainstream Business Phone","0.20","0.20","6494"
"2016-09-26","KF-16285","Karen Ferguson","Home Office","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","0.20","0.20","5469"
"2019-06-11","BC-11125","Becky Castell","Home Office","Global Leather Executive Chair","0.20","0.20","2309"
"2019-09-09","SO-20335","Sean O'Donnell","Consumer","Staple remover","0.20","0.20","4623"
"2018-06-27","KH-16330","Katharine Harms","Corporate","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","0.20","0.20","2904"
"2018-05-05","RB-19465","Rick Bensley","Home Office","Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate","0.20","0.20","8752"
"2019-09-04","JK-16120","Julie Kriz","Home Office","Hunt PowerHouse Electric Pencil Sharpener, Blue","0.20","0.20","7918"
"2018-11-23","LS-17200","Luke Schmidt","Corporate","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","0.20","0.20","2921"
"2018-12-09","EB-13870","Emily Burns","Consumer","ARKON Windshield Dashboard Air Vent Car Mount Holder","0.20","0.20","4752"
"2019-06-16","TS-21610","Troy Staebel","Consumer","Hon Multipurpose Stacking Arm Chairs","0.20","0.20","2258"
"2018-07-08","ZD-21925","Zuschuss Donatelli","Consumer","Xerox 1921","0.20","0.20","3816"
"2019-09-24","BD-11605","Brian Dahlen","Consumer","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack","0.20","0.20","634"
"2018-03-14","JS-15880","John Stevenson","Consumer","BOSTON Ranger #55 Pencil Sharpener, Black","0.20","0.20","3931"
"2019-12-01","CC-12670","Craig Carreira","Consumer","Acco 3-Hole Punch","0.20","0.20","261"
"2017-04-18","MP-17965","Michael Paige","Corporate","Grandstream GXP2100 Mainstream Business Phone","0.20","0.20","9298"
"2019-09-10","LC-16930","Linda Cazamias","Corporate","Panasonic Kx-TS550","0.20","0.20","42"
"2016-09-17","JA-15970","Joseph Airdo","Consumer","Boston 16701 Slimline Battery Pencil Sharpener","0.20","0.20","7599"
"2016-12-26","KL-16555","Kelly Lampkin","Corporate","Howard Miller 13"" Diameter Goldtone Round Wall Clock","0.20","0.20","294"
"2019-10-01","EB-13840","Ellis Ballard","Corporate","GBC White Gloss Covers, Plain Front","0.20","0.20","568"
"2016-09-26","KT-16465","Kean Takahito","Consumer","Leather Task Chair, Black","0.20","0.20","1360"
"2017-12-20","EM-14200","Evan Minnotte","Home Office","Avery 486","0.20","0.20","6735"
"2016-07-22","NP-18325","Naresj Patel","Consumer","Safco Drafting Table","0.20","0.20","7170"
"2018-11-07","LW-17215","Luke Weiss","Consumer","Ibico EB-19 Dual Function Manual Binding System","0.20","0.20","8067"
"2019-07-17","AB-10255","Alejandro Ballentine","Home Office","Brother DCP1000 Digital 3 in 1 Multifunction Machine","0.20","0.20","4573"
"2018-08-04","LC-16930","Linda Cazamias","Corporate","Wilson Jones Leather-Like Binders with DublLock Round Rings","0.20","0.20","4087"
"2016-03-19","MC-17605","Matt Connell","Corporate","Avery 501","0.20","0.20","6162"
"2019-01-03","CM-12385","Christopher Martinez","Consumer","GBC ProClick 150 Presentation Binding System","0.20","0.20","9491"
"2018-07-14","JS-15880","John Stevenson","Consumer","Xerox 1914","0.20","0.20","6666"
"2019-07-07","RL-19615","Rob Lucas","Consumer","Plastic Stacking Crates & Casters","0.20","0.20","5933"
"2018-06-12","PO-19180","Philisse Overcash","Home Office","Xerox 1908","0.20","0.20","438"
"2018-03-05","RW-19630","Rob Williams","Corporate","Cameo Buff Policy Envelopes","0.20","0.20","919"
"2019-10-12","ML-18040","Michelle Lonsdale","Corporate","GBC Twin Loop Wire Binding Elements","0.20","0.20","2418"
"2018-07-23","CK-12205","Chloris Kastensmidt","Consumer","Acme Elite Stainless Steel Scissors","0.20","0.20","7076"
"2017-06-20","JM-16195","Justin MacKendrick","Consumer","Griffin GC36547 PowerJolt SE Lightning Charger","0.20","0.20","8012"
"2016-10-10","CM-12715","Craig Molinari","Corporate","Cisco 8x8 Inc. 6753i IP Business Phone System","0.20","0.20","7547"
"2018-11-21","RD-19720","Roger Demir","Consumer","Lenovo 17-Key USB Numeric Keypad","0.20","0.20","5893"
"2019-04-20","BE-11455","Brad Eason","Home Office","Tennsco 6- and 18-Compartment Lockers","0.20","0.20","9877"
"2018-09-06","BG-11740","Bruce Geld","Consumer","Tenex Personal Project File with Scoop Front Design, Black","0.20","0.20","4514"
"2017-09-05","AG-10900","Arthur Gainer","Consumer","DXL Angle-View Binders with Locking Rings, Black","0.20","0.20","1762"
"2018-09-19","FH-14275","Frank Hawley","Corporate","Avery Heavy-Duty EZD  Binder With Locking Rings","0.20","0.20","8468"
"2019-08-01","HK-14890","Heather Kirkland","Corporate","GBC Prestige Therm-A-Bind Covers","0.20","0.20","2186"
"2016-01-16","DL-13315","Delfina Latchford","Consumer","DAX Black Cherry Wood-Tone Poster Frame","0.20","0.20","971"
"2018-09-11","EB-14110","Eugene Barchas","Consumer","GBC Standard Therm-A-Bind Covers","0.20","0.20","5241"
"2017-05-25","MM-18280","Muhammed MacIntyre","Corporate","Logitech G35 7.1-Channel Surround Sound Headset","0.20","0.20","9110"
"2017-11-13","JK-15730","Joe Kamberova","Consumer","Xerox 1910","0.20","0.20","1006"
"2018-09-12","PO-19180","Philisse Overcash","Home Office","Global Stack Chair without Arms, Black","0.20","0.20","8771"
"2017-11-20","PB-18805","Patrick Bzostek","Home Office","Cardinal Poly Pocket Divider Pockets for Ring Binders","0.20","0.20","5901"
"2018-08-14","SP-20650","Stephanie Phelps","Corporate","Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning","0.20","0.20","8693"
"2019-09-15","RD-19480","Rick Duston","Consumer","Cardinal Poly Pocket Divider Pockets for Ring Binders","0.20","0.20","6520"
"2016-07-09","DS-13030","Darrin Sayre","Home Office","Avery Hidden Tab Dividers for Binding Systems","0.20","0.20","9243"
"2019-05-11","JK-16120","Julie Kriz","Home Office","Xerox 1927","0.20","0.20","4702"
"2016-03-21","GM-14440","Gary McGarr","Consumer","Avery 505","0.20","0.20","8344"
"2016-11-02","PO-18850","Patrick O'Brill","Consumer","Logitech B530 USB�Headset�-�headset�- Full size, Binaural","0.20","0.20","6228"
"2017-12-15","RR-19525","Rick Reed","Corporate","Cisco Small Business SPA 502G VoIP phone","0.20","0.20","9089"
"2018-12-22","ED-13885","Emily Ducich","Home Office","Texas Instrument TI-15 Fraction Calculator","0.20","0.20","8669"
"2019-11-12","EM-14140","Eugene Moren","Home Office","Harbour Creations 67200 Series Stacking Chairs","0.20","0.20","2952"
"2018-06-28","RF-19735","Roland Fjeld","Consumer","Polycom CX300 Desktop Phone USB VoIP phone","0.20","0.20","3922"
"2017-05-31","JM-15265","Janet Molinari","Corporate","Avery 501","0.20","0.20","9475"
"2019-09-04","PK-19075","Pete Kriz","Consumer","Bush Cubix Conference Tables, Fully Assembled","0.20","0.20","5460"
"2019-09-28","DS-13030","Darrin Sayre","Home Office","Dana Halogen Swing-Arm Architect Lamp","0.20","0.20","4460"
"2017-05-03","SV-20785","Stewart Visinsky","Consumer","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","0.20","0.20","4660"
"2018-10-21","GW-14605","Giulietta Weimer","Consumer","Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","0.20","0.20","7822"
"2019-10-21","DK-12835","Damala Kotsonis","Corporate","Xerox 218","0.20","0.20","1903"
"2018-09-26","TN-21040","Tanja Norvell","Home Office","Logitech�VX Revolution Cordless Laser Mouse for Notebooks (Black)","0.20","0.20","7730"
"2016-04-11","JK-15370","Jay Kimmel","Consumer","Logitech Wireless Anywhere Mouse MX for PC and Mac","0.20","0.20","3777"
"2018-09-05","DM-13525","Don Miller","Corporate","Staples","0.20","0.20","5383"
"2016-12-31","JL-15175","James Lanier","Home Office","Panasonic KX TS3282W Corded phone","0.20","0.20","8603"
"2019-05-01","AG-10900","Arthur Gainer","Consumer","Avery 492","0.20","0.20","9336"
"2019-03-19","ND-18370","Natalie DeCherney","Consumer","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","0.20","0.20","4344"
"2018-07-15","MC-17425","Mark Cousins","Corporate","Xerox 1909","0.20","0.20","7933"
"2016-07-14","ST-20530","Shui Tom","Consumer","Tensor Track Tree Floor Lamp","0.20","0.20","6934"
"2018-04-19","GM-14455","Gary Mitchum","Home Office","Xerox 189","0.20","0.20","1404"
"2019-04-07","HR-14770","Hallie Redmond","Home Office","AT&T 1080 Corded phone","0.20","0.20","9444"
"2017-03-20","JK-15730","Joe Kamberova","Consumer","Staples","0.20","0.20","4959"
"2016-11-03","SH-20395","Shahid Hopkins","Consumer","Tenex Antistatic Computer Chair Mats","0.20","0.20","6433"
"2018-12-26","RC-19825","Roy Collins","Consumer","SANFORD Major Accent Highlighters","0.20","0.20","4403"
"2017-11-12","MF-18250","Monica Federle","Corporate","Carina 42""Hx23 3/4""W Media Storage Unit","0.20","0.20","8378"
"2016-03-19","MC-17605","Matt Connell","Corporate","Cisco 8x8 Inc. 6753i IP Business Phone System","0.20","0.20","6161"
"2018-10-15","PB-18805","Patrick Bzostek","Home Office","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","0.20","0.20","2178"
"2017-01-17","AH-10465","Amy Hunt","Consumer","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","0.20","0.20","6067"
"2017-11-20","SS-20875","Sung Shariari","Consumer","O'Sullivan Living Dimensions 2-Shelf Bookcases","0.20","0.20","7140"
"2019-11-23","JP-15460","Jennifer Patt","Corporate","Xerox 22","0.20","0.20","8975"
"2018-11-03","PJ-18835","Patrick Jones","Corporate","Xerox 1978","0.20","0.20","7046"
"2018-04-16","PK-19075","Pete Kriz","Consumer","Standard Line �While You Were Out� Hardbound Telephone Message Book","0.20","0.20","7131"
"2018-01-05","AJ-10795","Anthony Johnson","Corporate","Newell 337","0.20","0.20","864"
"2016-11-01","KH-16630","Ken Heidel","Corporate","Avery 513","0.20","0.20","4068"
"2019-11-19","AB-10150","Aimee Bixby","Consumer","Boston School Pro Electric Pencil Sharpener, 1670","0.20","0.20","1600"
"2019-10-07","Dp-13240","Dean percer","Home Office","Staples","0.20","0.20","3387"
"2019-11-24","MV-17485","Mark Van Huff","Consumer","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","0.20","0.20","4350"
"2019-06-11","BC-11125","Becky Castell","Home Office","Boston 16801 Nautilus Battery Pencil Sharpener","0.20","0.20","2311"
"2018-04-17","BF-11170","Ben Ferrer","Home Office","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs","0.20","0.20","2645"
"2016-12-29","ST-20530","Shui Tom","Consumer","Mediabridge Sport Armband iPhone 5s","0.20","0.20","4320"
"2017-03-26","GM-14500","Gene McClure","Consumer","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","0.20","0.20","5105"
"2018-03-26","DB-13210","Dean Braden","Consumer","Case Logic 2.4GHz Wireless Keyboard","0.20","0.20","3160"
"2019-03-21","TB-21055","Ted Butterfield","Consumer","Colored Envelopes","0.20","0.20","8825"
"2019-08-07","JK-15370","Jay Kimmel","Consumer","Avery Printable Repositionable Plastic Tabs","0.20","0.20","4106"
"2019-09-17","SJ-20125","Sanjit Jacobs","Home Office","Polycom VoiceStation 500 Conference�phone","0.20","0.20","7453"
"2019-11-18","JS-15685","Jim Sink","Corporate","Xerox 221","0.20","0.20","7965"
"2019-09-04","HW-14935","Helen Wasserman","Corporate","Sanford Colorific Colored Pencils, 12/Box","0.20","0.20","3515"
"2017-04-18","MP-17965","Michael Paige","Corporate","Xerox 1994","0.20","0.20","9304"
"2018-11-18","SB-20290","Sean Braxton","Corporate","Holmes 99% HEPA Air Purifier","0.20","0.20","4375"
"2019-03-13","SU-20665","Stephanie Ulpright","Home Office","Col-Erase Pencils with Erasers","0.20","0.20","5565"
"2017-08-09","NP-18325","Naresj Patel","Consumer","GBC Ibimaster 500 Manual ProClick Binding System","0.20","0.20","1583"
"2019-11-17","CK-12595","Clytie Kelty","Consumer","Plantronics S12 Corded Telephone Headset System","0.20","0.20","7757"
"2017-12-21","SZ-20035","Sam Zeldin","Home Office","Enermax Acrylux Wireless Keyboard","0.20","0.20","8285"
"2017-09-15","BM-11575","Brendan Murry","Corporate","Bush Westfield Collection Bookcases, Medium Cherry Finish","0.20","0.20","2327"
"2017-11-02","BB-10990","Barry Blumstein","Corporate","Aastra 6757i CT Wireless VoIP phone","0.20","0.20","9194"
"2016-12-19","SG-20605","Speros Goranitis","Consumer","Xerox 229","0.20","0.20","9523"
"2018-06-20","RC-19825","Roy Collins","Consumer","GBC Plastic Binding Combs","0.20","0.20","1308"
"2016-12-05","NB-18655","Nona Balk","Corporate","Cameo Buff Policy Envelopes","0.20","0.20","5378"
"2017-11-21","BB-11545","Brenda Bowman","Corporate","Eldon Spacemaker Box, Quick-Snap Lid, Clear","0.20","0.20","8765"
"2018-08-15","CC-12370","Christopher Conant","Consumer","Hon Olson Stacker Stools","0.20","0.20","2858"
"2017-11-30","LR-16915","Lena Radford","Consumer","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","0.20","0.20","8195"
"2016-10-12","BP-11050","Barry Pond","Corporate","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","0.20","0.20","9440"
"2016-11-09","JP-15520","Jeremy Pistek","Consumer","Sauder Mission Library with Doors, Fruitwood Finish","0.20","0.20","473"
"2018-11-27","GG-14650","Greg Guthrie","Corporate","Memorex Micro Travel Drive 8 GB","0.20","0.20","1773"
"2019-07-02","AH-10120","Adrian Hane","Home Office","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","0.20","0.20","7696"
"2018-05-03","SM-20905","Susan MacKendrick","Consumer","Imation�16GB Mini TravelDrive USB 2.0�Flash Drive","0.20","0.20","9559"
"2018-10-10","CC-12610","Corey Catlett","Corporate","Global Manager's Adjustable Task Chair, Storm","0.20","0.20","7970"
"2017-11-15","MH-17785","Maya Herman","Corporate","Cardinal Holdit Data Disk Pockets","0.20","0.20","6188"
"2019-06-25","ML-17755","Max Ludwig","Home Office","Eldon Spacemaker Box, Quick-Snap Lid, Clear","0.20","0.20","1994"
"2016-06-06","SV-20785","Stewart Visinsky","Consumer","Xerox 1944","0.20","0.20","6599"
"2016-03-18","SM-20320","Sean Miller","Home Office","Executive Impressions 13"" Clairmont Wall Clock","0.20","0.20","2701"
"2019-12-11","DV-13045","Darrin Van Huff","Corporate","Motorola HK250 Universal Bluetooth Headset","0.20","0.20","7346"
"2019-12-17","LC-17140","Logan Currie","Consumer","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","0.20","0.20","629"
"2018-07-07","BF-11020","Barry Franz�sisch","Corporate","Acco Hot Clips Clips to Go","0.20","0.20","2373"
"2019-09-14","PS-18760","Pamela Stobb","Consumer","Tensor Track Tree Floor Lamp","0.20","0.20","6814"
"2019-11-21","CK-12205","Chloris Kastensmidt","Consumer","Vinyl Sectional Post Binders","0.20","0.20","6363"
"2019-11-10","MC-17845","Michael Chen","Consumer","GBC VeloBinder Manual Binding System","0.20","0.20","7327"
"2018-08-22","CR-12730","Craig Reiter","Consumer","Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","0.20","0.20","655"
"2019-11-23","TD-20995","Tamara Dahlen","Consumer","OIC Stacking Trays","0.20","0.20","3381"
"2018-08-15","CY-12745","Craig Yedwab","Corporate","Nokia Lumia 521 (T-Mobile)","0.20","0.20","1088"
"2018-05-02","EH-13765","Edward Hooks","Corporate","Vinyl Sectional Post Binders","0.20","0.20","9852"
"2017-08-08","TT-21220","Thomas Thornton","Consumer","ACCOHIDE 3-Ring Binder, Blue, 1""","0.20","0.20","2931"
"2017-03-19","JO-15550","Jesus Ocampo","Home Office","Wireless Extenders zBoost YX545 SOHO Signal Booster","0.20","0.20","1566"
"2018-12-18","AH-10120","Adrian Hane","Home Office","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","0.20","0.20","5658"
